id_instancia,tipo,dias,trabajadores,trabajador,dia,turno,disposicion
6,med,14,32,32,5,tarde,4
6,med,14,32,32,5,noche,6
6,med,14,32,32,6,manana,10
6,med,14,32,32,6,tarde,5
6,med,14,32,32,6,noche,8
6,med,14,32,32,7,manana,3
6,med,14,32,32,7,tarde,6
6,med,14,32,32,7,noche,0
6,med,14,32,32,8,manana,1
6,med,14,32,32,8,tarde,0
6,med,14,32,32,8,noche,10
6,med,14,32,32,9,manana,1
6,med,14,32,32,9,tarde,7
6,med,14,32,32,9,noche,6
6,med,14,32,32,10,manana,6
6,med,14,32,32,10,tarde,4
6,med,14,32,32,10,noche,6
6,med,14,32,32,11,manana,4
6,med,14,32,32,11,tarde,9
6,med,14,32,32,11,noche,4
6,med,14,32,32,12,manana,2
6,med,14,32,32,12,tarde,2
6,med,14,32,32,12,noche,4
6,med,14,32,32,13,manana,4
6,med,14,32,32,13,tarde,3
6,med,14,32,32,13,noche,8
6,med,14,32,32,14,manana,8
6,med,14,32,32,14,tarde,3
6,med,14,32,32,14,noche,9
7,med,12,18,1,1,manana,10
7,med,12,18,1,1,tarde,0
7,med,12,18,1,1,noche,9
7,med,12,18,1,2,manana,0
7,med,12,18,1,2,tarde,0
7,med,12,18,1,2,noche,4
7,med,12,18,1,3,manana,5
7,med,12,18,1,3,tarde,7
7,med,12,18,1,3,noche,2
7,med,12,18,1,4,manana,4
7,med,12,18,1,4,tarde,5
7,med,12,18,1,4,noche,5
7,med,12,18,1,5,manana,1
7,med,12,18,1,5,tarde,1
7,med,12,18,1,5,noche,0
7,med,12,18,1,6,manana,9
7,med,12,18,1,6,tarde,10
7,med,12,18,1,6,noche,7
7,med,12,18,1,7,manana,5
7,med,12,18,1,7,tarde,4
7,med,12,18,1,7,noche,6
7,med,12,18,1,8,manana,9
7,med,12,18,1,8,tarde,9
7,med,12,18,1,8,noche,9
7,med,12,18,1,9,manana,3
7,med,12,18,1,9,tarde,9
7,med,12,18,1,9,noche,10
7,med,12,18,1,10,manana,0
7,med,12,18,1,10,tarde,2
7,med,12,18,1,10,noche,2
7,med,12,18,1,11,manana,8
7,med,12,18,1,11,tarde,6
7,med,12,18,1,11,noche,4
7,med,12,18,1,12,manana,0
7,med,12,18,1,12,tarde,8
7,med,12,18,1,12,noche,9
7,med,12,18,2,1,manana,8
7,med,12,18,2,1,tarde,3
7,med,12,18,2,1,noche,1
7,med,12,18,2,2,manana,10
7,med,12,18,2,2,tarde,5
7,med,12,18,2,2,noche,6
7,med,12,18,2,3,manana,10
7,med,12,18,2,3,tarde,3
7,med,12,18,2,3,noche,8
7,med,12,18,2,4,manana,10
7,med,12,18,2,4,tarde,10
7,med,12,18,2,4,noche,6
7,med,12,18,2,5,manana,7
7,med,12,18,2,5,tarde,7
7,med,12,18,2,5,noche,0
7,med,12,18,2,6,manana,1
7,med,12,18,2,6,tarde,10
7,med,12,18,2,6,noche,10
7,med,12,18,2,7,manana,1
7,med,12,18,2,7,tarde,1
7,med,12,18,2,7,noche,5
7,med,12,18,2,8,manana,8
7,med,12,18,2,8,tarde,4
7,med,12,18,2,8,noche,9
7,med,12,18,2,9,manana,4
7,med,12,18,2,9,tarde,7
7,med,12,18,2,9,noche,1
7,med,12,18,2,10,manana,8
7,med,12,18,2,10,tarde,4
7,med,12,18,2,10,noche,10
7,med,12,18,2,11,manana,10
7,med,12,18,2,11,tarde,10
7,med,12,18,2,11,noche,1
7,med,12,18,2,12,manana,4
7,med,12,18,2,12,tarde,2
7,med,12,18,2,12,noche,5
7,med,12,18,3,1,manana,8
7,med,12,18,3,1,tarde,0
7,med,12,18,3,1,noche,5
7,med,12,18,3,2,manana,1
7,med,12,18,3,2,tarde,0
7,med,12,18,3,2,noche,0
7,med,12,18,3,3,manana,7
7,med,12,18,3,3,tarde,8
7,med,12,18,3,3,noche,8
7,med,12,18,3,4,manana,4
7,med,12,18,3,4,tarde,0
7,med,12,18,3,4,noche,0
7,med,12,18,3,5,manana,1
7,med,12,18,3,5,tarde,7
7,med,12,18,3,5,noche,5
7,med,12,18,3,6,manana,3
7,med,12,18,3,6,tarde,2
7,med,12,18,3,6,noche,5
7,med,12,18,3,7,manana,10
7,med,12,18,3,7,tarde,2
7,med,12,18,3,7,noche,0
7,med,12,18,3,8,manana,0
7,med,12,18,3,8,tarde,7
7,med,12,18,3,8,noche,1
7,med,12,18,3,9,manana,8
7,med,12,18,3,9,tarde,3
7,med,12,18,3,9,noche,1
7,med,12,18,3,10,manana,4
7,med,12,18,3,10,tarde,4
7,med,12,18,3,10,noche,2
7,med,12,18,3,11,manana,4
7,med,12,18,3,11,tarde,0
7,med,12,18,3,11,noche,0
7,med,12,18,3,12,manana,7
7,med,12,18,3,12,tarde,1
7,med,12,18,3,12,noche,2
7,med,12,18,4,1,manana,3
7,med,12,18,4,1,tarde,1
7,med,12,18,4,1,noche,7
7,med,12,18,4,2,manana,0
7,med,12,18,4,2,tarde,7
7,med,12,18,4,2,noche,10
7,med,12,18,4,3,manana,7
7,med,12,18,4,3,tarde,6
7,med,12,18,4,3,noche,5
7,med,12,18,4,4,manana,3
7,med,12,18,4,4,tarde,9
7,med,12,18,4,4,noche,10
7,med,12,18,4,5,manana,2
7,med,12,18,4,5,tarde,3
7,med,12,18,4,5,noche,10
7,med,12,18,4,6,manana,5
7,med,12,18,4,6,tarde,9
7,med,12,18,4,6,noche,10
7,med,12,18,4,7,manana,1
7,med,12,18,4,7,tarde,2
7,med,12,18,4,7,noche,4
7,med,12,18,4,8,manana,5
7,med,12,18,4,8,tarde,7
7,med,12,18,4,8,noche,6
7,med,12,18,4,9,manana,8
7,med,12,18,4,9,tarde,4
7,med,12,18,4,9,noche,4
7,med,12,18,4,10,manana,6
7,med,12,18,4,10,tarde,1
7,med,12,18,4,10,noche,2
7,med,12,18,4,11,manana,4
7,med,12,18,4,11,tarde,9
7,med,12,18,4,11,noche,9
7,med,12,18,4,12,manana,4
7,med,12,18,4,12,tarde,10
7,med,12,18,4,12,noche,9
7,med,12,18,5,1,manana,6
7,med,12,18,5,1,tarde,3
7,med,12,18,5,1,noche,10
7,med,12,18,5,2,manana,3
7,med,12,18,5,2,tarde,6
7,med,12,18,5,2,noche,9
7,med,12,18,5,3,manana,3
7,med,12,18,5,3,tarde,4
7,med,12,18,5,3,noche,8
7,med,12,18,5,4,manana,5
7,med,12,18,5,4,tarde,5
7,med,12,18,5,4,noche,10
7,med,12,18,5,5,manana,3
7,med,12,18,5,5,tarde,2
7,med,12,18,5,5,noche,5
7,med,12,18,5,6,manana,4
7,med,12,18,5,6,tarde,3
7,med,12,18,5,6,noche,8
7,med,12,18,5,7,manana,3
7,med,12,18,5,7,tarde,4
7,med,12,18,5,7,noche,9
7,med,12,18,5,8,manana,1
7,med,12,18,5,8,tarde,9
7,med,12,18,5,8,noche,9
7,med,12,18,5,9,manana,7
7,med,12,18,5,9,tarde,0
7,med,12,18,5,9,noche,1
7,med,12,18,5,10,manana,10
7,med,12,18,5,10,tarde,3
7,med,12,18,5,10,noche,6
7,med,12,18,5,11,manana,0
7,med,12,18,5,11,tarde,9
7,med,12,18,5,11,noche,5
7,med,12,18,5,12,manana,5
7,med,12,18,5,12,tarde,2
7,med,12,18,5,12,noche,6
7,med,12,18,6,1,manana,8
7,med,12,18,6,1,tarde,9
7,med,12,18,6,1,noche,10
7,med,12,18,6,2,manana,1
7,med,12,18,6,2,tarde,10
7,med,12,18,6,2,noche,10
7,med,12,18,6,3,manana,4
7,med,12,18,6,3,tarde,1
7,med,12,18,6,3,noche,5
7,med,12,18,6,4,manana,0
7,med,12,18,6,4,tarde,2
7,med,12,18,6,4,noche,9
7,med,12,18,6,5,manana,4
7,med,12,18,6,5,tarde,5
7,med,12,18,6,5,noche,2
7,med,12,18,6,6,manana,3
7,med,12,18,6,6,tarde,3
7,med,12,18,6,6,noche,5
7,med,12,18,6,7,manana,7
7,med,12,18,6,7,tarde,5
7,med,12,18,6,7,noche,5
7,med,12,18,6,8,manana,6
7,med,12,18,6,8,tarde,3
7,med,12,18,6,8,noche,0
7,med,12,18,6,9,manana,6
7,med,12,18,6,9,tarde,9
7,med,12,18,6,9,noche,8
7,med,12,18,6,10,manana,9
7,med,12,18,6,10,tarde,1
7,med,12,18,6,10,noche,1
7,med,12,18,6,11,manana,7
7,med,12,18,6,11,tarde,2
7,med,12,18,6,11,noche,0
7,med,12,18,6,12,manana,8
7,med,12,18,6,12,tarde,7
7,med,12,18,6,12,noche,8
7,med,12,18,7,1,manana,2
7,med,12,18,7,1,tarde,4
7,med,12,18,7,1,noche,7
7,med,12,18,7,2,manana,4
7,med,12,18,7,2,tarde,8
7,med,12,18,7,2,noche,10
7,med,12,18,7,3,manana,4
7,med,12,18,7,3,tarde,0
7,med,12,18,7,3,noche,3
7,med,12,18,7,4,manana,5
7,med,12,18,7,4,tarde,5
7,med,12,18,7,4,noche,1
7,med,12,18,7,5,manana,8
7,med,12,18,7,5,tarde,8
7,med,12,18,7,5,noche,6
7,med,12,18,7,6,manana,6
7,med,12,18,7,6,tarde,0
7,med,12,18,7,6,noche,3
7,med,12,18,7,7,manana,7
7,med,12,18,7,7,tarde,8
7,med,12,18,7,7,noche,0
7,med,12,18,7,8,manana,0
7,med,12,18,7,8,tarde,3
7,med,12,18,7,8,noche,9
7,med,12,18,7,9,manana,6
7,med,12,18,7,9,tarde,3
7,med,12,18,7,9,noche,6
7,med,12,18,7,10,manana,1
7,med,12,18,7,10,tarde,1
7,med,12,18,7,10,noche,0
7,med,12,18,7,11,manana,1
7,med,12,18,7,11,tarde,4
7,med,12,18,7,11,noche,8
7,med,12,18,7,12,manana,0
7,med,12,18,7,12,tarde,3
7,med,12,18,7,12,noche,8
7,med,12,18,8,1,manana,7
7,med,12,18,8,1,tarde,8
7,med,12,18,8,1,noche,9
7,med,12,18,8,2,manana,6
7,med,12,18,8,2,tarde,2
7,med,12,18,8,2,noche,2
7,med,12,18,8,3,manana,1
7,med,12,18,8,3,tarde,5
7,med,12,18,8,3,noche,3
7,med,12,18,8,4,manana,5
7,med,12,18,8,4,tarde,2
7,med,12,18,8,4,noche,1
7,med,12,18,8,5,manana,8
7,med,12,18,8,5,tarde,4
7,med,12,18,8,5,noche,2
7,med,12,18,8,6,manana,3
7,med,12,18,8,6,tarde,10
7,med,12,18,8,6,noche,6
7,med,12,18,8,7,manana,9
7,med,12,18,8,7,tarde,0
7,med,12,18,8,7,noche,3
7,med,12,18,8,8,manana,1
7,med,12,18,8,8,tarde,3
7,med,12,18,8,8,noche,10
7,med,12,18,8,9,manana,0
7,med,12,18,8,9,tarde,7
7,med,12,18,8,9,noche,9
7,med,12,18,8,10,manana,2
7,med,12,18,8,10,tarde,8
7,med,12,18,8,10,noche,7
7,med,12,18,8,11,manana,9
7,med,12,18,8,11,tarde,4
7,med,12,18,8,11,noche,10
7,med,12,18,8,12,manana,4
7,med,12,18,8,12,tarde,9
7,med,12,18,8,12,noche,9
7,med,12,18,9,1,manana,9
7,med,12,18,9,1,tarde,3
7,med,12,18,9,1,noche,4
7,med,12,18,9,2,manana,5
7,med,12,18,9,2,tarde,9
7,med,12,18,9,2,noche,0
7,med,12,18,9,3,manana,1
7,med,12,18,9,3,tarde,6
7,med,12,18,9,3,noche,10
7,med,12,18,9,4,manana,4
7,med,12,18,9,4,tarde,6
7,med,12,18,9,4,noche,4
7,med,12,18,9,5,manana,9
7,med,12,18,9,5,tarde,10
7,med,12,18,9,5,noche,1
7,med,12,18,9,6,manana,4
7,med,12,18,9,6,tarde,7
7,med,12,18,9,6,noche,2
7,med,12,18,9,7,manana,8
7,med,12,18,9,7,tarde,7
7,med,12,18,9,7,noche,2
7,med,12,18,9,8,manana,8
7,med,12,18,9,8,tarde,4
7,med,12,18,9,8,noche,5
7,med,12,18,9,9,manana,5
7,med,12,18,9,9,tarde,4
7,med,12,18,9,9,noche,5
7,med,12,18,9,10,manana,2
7,med,12,18,9,10,tarde,3
7,med,12,18,9,10,noche,4
7,med,12,18,9,11,manana,3
7,med,12,18,9,11,tarde,7
7,med,12,18,9,11,noche,8
7,med,12,18,9,12,manana,0
7,med,12,18,9,12,tarde,0
7,med,12,18,9,12,noche,7
7,med,12,18,10,1,manana,6
7,med,12,18,10,1,tarde,10
7,med,12,18,10,1,noche,5
7,med,12,18,10,2,manana,9
7,med,12,18,10,2,tarde,6
7,med,12,18,10,2,noche,10
7,med,12,18,10,3,manana,9
7,med,12,18,10,3,tarde,7
7,med,12,18,10,3,noche,5
7,med,12,18,10,4,manana,2
7,med,12,18,10,4,tarde,7
7,med,12,18,10,4,noche,10
7,med,12,18,10,5,manana,3
7,med,12,18,10,5,tarde,6
7,med,12,18,10,5,noche,8
7,med,12,18,10,6,manana,3
7,med,12,18,10,6,tarde,0
7,med,12,18,10,6,noche,2
7,med,12,18,10,7,manana,5
7,med,12,18,10,7,tarde,7
7,med,12,18,10,7,noche,1
7,med,12,18,10,8,manana,6
7,med,12,18,10,8,tarde,10
7,med,12,18,10,8,noche,8
7,med,12,18,10,9,manana,2
7,med,12,18,10,9,tarde,6
7,med,12,18,10,9,noche,8
7,med,12,18,10,10,manana,1
7,med,12,18,10,10,tarde,2
7,med,12,18,10,10,noche,3
7,med,12,18,10,11,manana,6
7,med,12,18,10,11,tarde,10
7,med,12,18,10,11,noche,2
7,med,12,18,10,12,manana,0
7,med,12,18,10,12,tarde,10
7,med,12,18,10,12,noche,5
7,med,12,18,11,1,manana,0
7,med,12,18,11,1,tarde,7
7,med,12,18,11,1,noche,6
7,med,12,18,11,2,manana,4
7,med,12,18,11,2,tarde,2
7,med,12,18,11,2,noche,7
7,med,12,18,11,3,manana,3
7,med,12,18,11,3,tarde,10
7,med,12,18,11,3,noche,1
7,med,12,18,11,4,manana,2
7,med,12,18,11,4,tarde,8
7,med,12,18,11,4,noche,5
7,med,12,18,11,5,manana,3
7,med,12,18,11,5,tarde,8
7,med,12,18,11,5,noche,9
7,med,12,18,11,6,manana,10
7,med,12,18,11,6,tarde,10
7,med,12,18,11,6,noche,6
7,med,12,18,11,7,manana,2
7,med,12,18,11,7,tarde,5
7,med,12,18,11,7,noche,1
7,med,12,18,11,8,manana,7
7,med,12,18,11,8,tarde,3
7,med,12,18,11,8,noche,10
7,med,12,18,11,9,manana,4
7,med,12,18,11,9,tarde,8
7,med,12,18,11,9,noche,10
7,med,12,18,11,10,manana,5
7,med,12,18,11,10,tarde,10
7,med,12,18,11,10,noche,2
7,med,12,18,11,11,manana,9
7,med,12,18,11,11,tarde,0
7,med,12,18,11,11,noche,9
7,med,12,18,11,12,manana,10
7,med,12,18,11,12,tarde,0
7,med,12,18,11,12,noche,1
7,med,12,18,12,1,manana,1
7,med,12,18,12,1,tarde,2
7,med,12,18,12,1,noche,5
7,med,12,18,12,2,manana,3
7,med,12,18,12,2,tarde,10
7,med,12,18,12,2,noche,5
7,med,12,18,12,3,manana,2
7,med,12,18,12,3,tarde,8
7,med,12,18,12,3,noche,5
7,med,12,18,12,4,manana,1
7,med,12,18,12,4,tarde,8
7,med,12,18,12,4,noche,8
7,med,12,18,12,5,manana,2
7,med,12,18,12,5,tarde,5
7,med,12,18,12,5,noche,8
7,med,12,18,12,6,manana,2
7,med,12,18,12,6,tarde,8
7,med,12,18,12,6,noche,4
7,med,12,18,12,7,manana,0
7,med,12,18,12,7,tarde,7
7,med,12,18,12,7,noche,8
7,med,12,18,12,8,manana,9
7,med,12,18,12,8,tarde,9
7,med,12,18,12,8,noche,5
7,med,12,18,12,9,manana,5
7,med,12,18,12,9,tarde,0
7,med,12,18,12,9,noche,4
7,med,12,18,12,10,manana,6
7,med,12,18,12,10,tarde,0
7,med,12,18,12,10,noche,4
7,med,12,18,12,11,manana,9
7,med,12,18,12,11,tarde,4
7,med,12,18,12,11,noche,8
7,med,12,18,12,12,manana,2
7,med,12,18,12,12,tarde,9
7,med,12,18,12,12,noche,10
7,med,12,18,13,1,manana,7
7,med,12,18,13,1,tarde,2
7,med,12,18,13,1,noche,0
7,med,12,18,13,2,manana,1
7,med,12,18,13,2,tarde,9
7,med,12,18,13,2,noche,1
7,med,12,18,13,3,manana,10
7,med,12,18,13,3,tarde,4
7,med,12,18,13,3,noche,3
7,med,12,18,13,4,manana,6
7,med,12,18,13,4,tarde,4
7,med,12,18,13,4,noche,8
7,med,12,18,13,5,manana,10
7,med,12,18,13,5,tarde,10
7,med,12,18,13,5,noche,1
7,med,12,18,13,6,manana,3
7,med,12,18,13,6,tarde,0
7,med,12,18,13,6,noche,2
7,med,12,18,13,7,manana,0
7,med,12,18,13,7,tarde,6
7,med,12,18,13,7,noche,3
7,med,12,18,13,8,manana,10
7,med,12,18,13,8,tarde,4
7,med,12,18,13,8,noche,0
7,med,12,18,13,9,manana,8
7,med,12,18,13,9,tarde,3
7,med,12,18,13,9,noche,6
7,med,12,18,13,10,manana,2
7,med,12,18,13,10,tarde,1
7,med,12,18,13,10,noche,1
7,med,12,18,13,11,manana,2
7,med,12,18,13,11,tarde,0
7,med,12,18,13,11,noche,6
7,med,12,18,13,12,manana,6
7,med,12,18,13,12,tarde,6
7,med,12,18,13,12,noche,6
7,med,12,18,14,1,manana,3
7,med,12,18,14,1,tarde,6
7,med,12,18,14,1,noche,8
7,med,12,18,14,2,manana,7
7,med,12,18,14,2,tarde,9
7,med,12,18,14,2,noche,2
7,med,12,18,14,3,manana,2
7,med,12,18,14,3,tarde,3
7,med,12,18,14,3,noche,4
7,med,12,18,14,4,manana,4
7,med,12,18,14,4,tarde,10
7,med,12,18,14,4,noche,1
7,med,12,18,14,5,manana,0
7,med,12,18,14,5,tarde,0
7,med,12,18,14,5,noche,0
7,med,12,18,14,6,manana,9
7,med,12,18,14,6,tarde,2
7,med,12,18,14,6,noche,6
7,med,12,18,14,7,manana,4
7,med,12,18,14,7,tarde,1
7,med,12,18,14,7,noche,4
7,med,12,18,14,8,manana,10
7,med,12,18,14,8,tarde,4
7,med,12,18,14,8,noche,4
7,med,12,18,14,9,manana,3
7,med,12,18,14,9,tarde,10
7,med,12,18,14,9,noche,10
7,med,12,18,14,10,manana,0
7,med,12,18,14,10,tarde,8
7,med,12,18,14,10,noche,1
7,med,12,18,14,11,manana,3
7,med,12,18,14,11,tarde,1
7,med,12,18,14,11,noche,10
7,med,12,18,14,12,manana,0
7,med,12,18,14,12,tarde,7
7,med,12,18,14,12,noche,6
7,med,12,18,15,1,manana,10
7,med,12,18,15,1,tarde,0
7,med,12,18,15,1,noche,0
7,med,12,18,15,2,manana,5
7,med,12,18,15,2,tarde,9
7,med,12,18,15,2,noche,1
7,med,12,18,15,3,manana,2
7,med,12,18,15,3,tarde,9
7,med,12,18,15,3,noche,5
7,med,12,18,15,4,manana,1
7,med,12,18,15,4,tarde,6
7,med,12,18,15,4,noche,10
7,med,12,18,15,5,manana,9
7,med,12,18,15,5,tarde,2
7,med,12,18,15,5,noche,3
7,med,12,18,15,6,manana,5
7,med,12,18,15,6,tarde,3
7,med,12,18,15,6,noche,9
7,med,12,18,15,7,manana,0
7,med,12,18,15,7,tarde,1
7,med,12,18,15,7,noche,10
7,med,12,18,15,8,manana,6
7,med,12,18,15,8,tarde,10
7,med,12,18,15,8,noche,3
7,med,12,18,15,9,manana,5
7,med,12,18,15,9,tarde,10
7,med,12,18,15,9,noche,0
7,med,12,18,15,10,manana,0
7,med,12,18,15,10,tarde,2
7,med,12,18,15,10,noche,9
7,med,12,18,15,11,manana,2
7,med,12,18,15,11,tarde,7
7,med,12,18,15,11,noche,7
7,med,12,18,15,12,manana,10
7,med,12,18,15,12,tarde,6
7,med,12,18,15,12,noche,0
7,med,12,18,16,1,manana,3
7,med,12,18,16,1,tarde,8
7,med,12,18,16,1,noche,5
7,med,12,18,16,2,manana,5
7,med,12,18,16,2,tarde,4
7,med,12,18,16,2,noche,1
7,med,12,18,16,3,manana,7
7,med,12,18,16,3,tarde,4
7,med,12,18,16,3,noche,8
7,med,12,18,16,4,manana,1
7,med,12,18,16,4,tarde,6
7,med,12,18,16,4,noche,3
7,med,12,18,16,5,manana,6
7,med,12,18,16,5,tarde,2
7,med,12,18,16,5,noche,4
7,med,12,18,16,6,manana,5
7,med,12,18,16,6,tarde,8
7,med,12,18,16,6,noche,7
7,med,12,18,16,7,manana,6
7,med,12,18,16,7,tarde,9
7,med,12,18,16,7,noche,3
7,med,12,18,16,8,manana,1
7,med,12,18,16,8,tarde,6
7,med,12,18,16,8,noche,10
7,med,12,18,16,9,manana,5
7,med,12,18,16,9,tarde,5
7,med,12,18,16,9,noche,8
7,med,12,18,16,10,manana,4
7,med,12,18,16,10,tarde,6
7,med,12,18,16,10,noche,1
7,med,12,18,16,11,manana,6
7,med,12,18,16,11,tarde,4
7,med,12,18,16,11,noche,0
7,med,12,18,16,12,manana,10
7,med,12,18,16,12,tarde,5
7,med,12,18,16,12,noche,2
7,med,12,18,17,1,manana,4
7,med,12,18,17,1,tarde,8
7,med,12,18,17,1,noche,9
7,med,12,18,17,2,manana,4
7,med,12,18,17,2,tarde,3
7,med,12,18,17,2,noche,1
7,med,12,18,17,3,manana,1
7,med,12,18,17,3,tarde,9
7,med,12,18,17,3,noche,7
7,med,12,18,17,4,manana,10
7,med,12,18,17,4,tarde,3
7,med,12,18,17,4,noche,0
7,med,12,18,17,5,manana,10
7,med,12,18,17,5,tarde,7
7,med,12,18,17,5,noche,0
7,med,12,18,17,6,manana,7
7,med,12,18,17,6,tarde,8
7,med,12,18,17,6,noche,0
7,med,12,18,17,7,manana,1
7,med,12,18,17,7,tarde,7
7,med,12,18,17,7,noche,10
7,med,12,18,17,8,manana,9
7,med,12,18,17,8,tarde,9
7,med,12,18,17,8,noche,6
7,med,12,18,17,9,manana,8
7,med,12,18,17,9,tarde,9
7,med,12,18,17,9,noche,3
7,med,12,18,17,10,manana,0
7,med,12,18,17,10,tarde,10
7,med,12,18,17,10,noche,2
7,med,12,18,17,11,manana,2
7,med,12,18,17,11,tarde,7
7,med,12,18,17,11,noche,1
7,med,12,18,17,12,manana,4
7,med,12,18,17,12,tarde,8
7,med,12,18,17,12,noche,4
7,med,12,18,18,1,manana,2
7,med,12,18,18,1,tarde,6
7,med,12,18,18,1,noche,5
7,med,12,18,18,2,manana,10
7,med,12,18,18,2,tarde,10
7,med,12,18,18,2,noche,10
7,med,12,18,18,3,manana,8
7,med,12,18,18,3,tarde,4
7,med,12,18,18,3,noche,7
7,med,12,18,18,4,manana,9
7,med,12,18,18,4,tarde,7
7,med,12,18,18,4,noche,8
7,med,12,18,18,5,manana,6
7,med,12,18,18,5,tarde,2
7,med,12,18,18,5,noche,6
7,med,12,18,18,6,manana,8
7,med,12,18,18,6,tarde,7
7,med,12,18,18,6,noche,1
7,med,12,18,18,7,manana,0
7,med,12,18,18,7,tarde,7
7,med,12,18,18,7,noche,8
7,med,12,18,18,8,manana,0
7,med,12,18,18,8,tarde,5
7,med,12,18,18,8,noche,2
7,med,12,18,18,9,manana,1
7,med,12,18,18,9,tarde,9
7,med,12,18,18,9,noche,2
7,med,12,18,18,10,manana,4
7,med,12,18,18,10,tarde,6
7,med,12,18,18,10,noche,7
7,med,12,18,18,11,manana,5
7,med,12,18,18,11,tarde,3
7,med,12,18,18,11,noche,1
7,med,12,18,18,12,manana,8
7,med,12,18,18,12,tarde,8
7,med,12,18,18,12,noche,6
8,med,13,42,1,1,manana,9
8,med,13,42,1,1,tarde,2
8,med,13,42,1,1,noche,3
8,med,13,42,1,2,manana,0
8,med,13,42,1,2,tarde,10
8,med,13,42,1,2,noche,6
8,med,13,42,1,3,manana,9
8,med,13,42,1,3,tarde,7
8,med,13,42,1,3,noche,7
8,med,13,42,1,4,manana,9
8,med,13,42,1,4,tarde,8
8,med,13,42,1,4,noche,7
8,med,13,42,1,5,manana,10
8,med,13,42,1,5,tarde,0
8,med,13,42,1,5,noche,1
8,med,13,42,1,6,manana,0
8,med,13,42,1,6,tarde,2
8,med,13,42,1,6,noche,5
8,med,13,42,1,7,manana,10
8,med,13,42,1,7,tarde,10
8,med,13,42,1,7,noche,2
8,med,13,42,1,8,manana,8
8,med,13,42,1,8,tarde,2
8,med,13,42,1,8,noche,1
8,med,13,42,1,9,manana,7
8,med,13,42,1,9,tarde,5
8,med,13,42,1,9,noche,6
8,med,13,42,1,10,manana,2
8,med,13,42,1,10,tarde,1
8,med,13,42,1,10,noche,6
8,med,13,42,1,11,manana,9
8,med,13,42,1,11,tarde,9
8,med,13,42,1,11,noche,3
8,med,13,42,1,12,manana,1
8,med,13,42,1,12,tarde,3
8,med,13,42,1,12,noche,0
8,med,13,42,1,13,manana,4
8,med,13,42,1,13,tarde,6
8,med,13,42,1,13,noche,2
8,med,13,42,2,1,manana,4
8,med,13,42,2,1,tarde,5
8,med,13,42,2,1,noche,10
8,med,13,42,2,2,manana,2
8,med,13,42,2,2,tarde,0
8,med,13,42,2,2,noche,6
8,med,13,42,2,3,manana,4
8,med,13,42,2,3,tarde,10
8,med,13,42,2,3,noche,3
8,med,13,42,2,4,manana,3
8,med,13,42,2,4,tarde,10
8,med,13,42,2,4,noche,5
8,med,13,42,2,5,manana,9
8,med,13,42,2,5,tarde,6
8,med,13,42,2,5,noche,5
8,med,13,42,2,6,manana,2
8,med,13,42,2,6,tarde,4
8,med,13,42,2,6,noche,10
8,med,13,42,2,7,manana,8
8,med,13,42,2,7,tarde,8
8,med,13,42,2,7,noche,1
8,med,13,42,2,8,manana,2
8,med,13,42,2,8,tarde,3
8,med,13,42,2,8,noche,9
8,med,13,42,2,9,manana,5
8,med,13,42,2,9,tarde,7
8,med,13,42,2,9,noche,9
8,med,13,42,2,10,manana,0
8,med,13,42,2,10,tarde,8
8,med,13,42,2,10,noche,9
8,med,13,42,2,11,manana,5
8,med,13,42,2,11,tarde,3
8,med,13,42,2,11,noche,9
8,med,13,42,2,12,manana,10
8,med,13,42,2,12,tarde,10
8,med,13,42,2,12,noche,8
8,med,13,42,2,13,manana,7
8,med,13,42,2,13,tarde,9
8,med,13,42,2,13,noche,5
8,med,13,42,3,1,manana,9
8,med,13,42,3,1,tarde,3
8,med,13,42,3,1,noche,9
8,med,13,42,3,2,manana,9
8,med,13,42,3,2,tarde,4
8,med,13,42,3,2,noche,7
8,med,13,42,3,3,manana,2
8,med,13,42,3,3,tarde,10
8,med,13,42,3,3,noche,6
8,med,13,42,3,4,manana,3
8,med,13,42,3,4,tarde,2
8,med,13,42,3,4,noche,7
8,med,13,42,3,5,manana,1
8,med,13,42,3,5,tarde,9
8,med,13,42,3,5,noche,5
8,med,13,42,3,6,manana,2
8,med,13,42,3,6,tarde,5
8,med,13,42,3,6,noche,1
8,med,13,42,3,7,manana,8
8,med,13,42,3,7,tarde,6
8,med,13,42,3,7,noche,0
8,med,13,42,3,8,manana,2
8,med,13,42,3,8,tarde,4
8,med,13,42,3,8,noche,0
8,med,13,42,3,9,manana,8
8,med,13,42,3,9,tarde,7
8,med,13,42,3,9,noche,6
8,med,13,42,3,10,manana,3
8,med,13,42,3,10,tarde,9
8,med,13,42,3,10,noche,1
8,med,13,42,3,11,manana,10
8,med,13,42,3,11,tarde,9
8,med,13,42,3,11,noche,3
8,med,13,42,3,12,manana,0
8,med,13,42,3,12,tarde,8
8,med,13,42,3,12,noche,6
8,med,13,42,3,13,manana,9
8,med,13,42,3,13,tarde,8
8,med,13,42,3,13,noche,2
8,med,13,42,4,1,manana,0
8,med,13,42,4,1,tarde,7
8,med,13,42,4,1,noche,7
8,med,13,42,4,2,manana,9
8,med,13,42,4,2,tarde,7
8,med,13,42,4,2,noche,1
8,med,13,42,4,3,manana,1
8,med,13,42,4,3,tarde,6
8,med,13,42,4,3,noche,9
8,med,13,42,4,4,manana,5
8,med,13,42,4,4,tarde,8
